"","Partido","agrotox","cartvdam","cons_mp","conv_interam_rac","correios","div_fundpart","dsil","eletrobras","fundeb_igrej","grilagem","imp_renda","improb_base","improb_dolo","improb_nep","ind.BC","jogazar","lib_san_bas","lic_amb","mineracao_votourg","minireftrab","pec.emg","posse_armas","precatorios","proib_desp_pand","refprev","sisteleit","sisteleit_col","sisteleit_dist","telecom","vot_imp"
"178862","REPUBLICANOS",NA,NA,"Sim",NA,"Sim","Sim",NA,"Sim",NA,"Sim","Sim","Sim","Sim","Não",NA,"Não",NA,"Sim","Sim","Sim","Sim",NA,"Sim","Não",NA,"Sim","Sim","Não","Sim","Sim"
"213856","REPUBLICANOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218086","REPUBLICANOS","Sim",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Não",NA,NA,"Sim",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74366","REPUBLICANOS","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Não","Sim","Sim","Não","Sim","Não","Sim","Sim","Sim",NA,"Sim","Sim","Sim","Não","Sim","Sim","Sim",NA,"Sim","Sim"
"141555","REPUBLICANOS","Sim","Sim","Sim","Não","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Não",NA,"Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Não","Sim",NA
"160674","REPUBLICANOS","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim",NA,"Não","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim",NA,"Não","Sim","Sim","Não","Sim",NA
"160665","REPUBLICANOS","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Não","Sim","Sim","Sim","Sim",NA,NA,"Sim","Sim","Sim","Sim","Sim","Sim","Sim","Não",NA,"Não"
"152610","REPUBLICANOS",NA,"Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Não","Sim",NA,"Sim","Sim",NA,"Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Não","Sim","Sim"
"154178","REPUBLICANOS","Sim",NA,"Sim","Sim",NA,NA,"Sim","Sim",NA,NA,NA,NA,NA,NA,"Sim",NA,"Sim","Sim","Sim",NA,"Sim","Não","Sim","Sim","Sim",NA,NA,NA,"Sim",NA
"194260","REPUBLICANOS","Sim",NA,"Sim","Sim","Sim","Sim","Não","Sim","Sim","Sim","Sim","Sim","Sim",NA,"Sim",NA,"Sim",NA,"Sim","Sim","Sim","Sim",NA,"Não","Sim","Sim","Sim","Não",NA,"Sim"
"204353","REPUBLICANOS",NA,"Sim",NA,"Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim",NA,"Não","Sim","Não","Sim","Sim","Não","Sim","Sim",NA,"Sim","Sim","Não","Sim","Sim","Não","Sim","Sim"
"204356","REPUBLICANOS","Sim","Sim","Não","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Não","Sim","Não","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Não","Sim","Sim"
"178929","REPUBLICANOS","Sim","Sim","Não","Sim","Sim","Não","Não","Sim","Sim","Sim","Sim","Não","Sim","Sim","Sim","Não","Sim","Sim","Sim","Sim","Sim","Sim","Não","Não","Sim","Não","Não","Não",NA,"Sim"
"178945","REPUBLICANOS","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Não","Sim","Não","Sim","Sim","Sim","Sim","Sim","Não","Sim","Sim","Sim","Sim","Sim","Não","Sim","Sim"
"178981","REPUBLICANOS","Sim","Sim","Sim","Sim","Não","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Não","Sim","Sim","Sim","Sim","Não",NA,"Sim","Sim","Não","Sim","Sim","Sim","Não","Não","Sim",NA
"178962","REPUBLICANOS","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Não","Sim","Não","Sim",NA,"Sim","Sim","Sim","Sim","Sim",NA,"Sim","Sim","Sim","Não","Sim","Sim"
"204422","REPUBLICANOS","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Não","Sim","Não","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Não","Sim","Sim"
"160653","REPUBLICANOS","Não","Sim","Não","Sim",NA,"Sim","Não","Sim","Sim",NA,"Sim","Não","Sim","Sim","Sim","Não","Sim",NA,"Sim",NA,"Sim",NA,"Sim","Não","Sim","Sim",NA,NA,"Sim",NA
"160655","REPUBLICANOS",NA,"Sim","Sim","Sim",NA,"Não","Sim","Sim","Sim",NA,"Sim","Sim",NA,NA,NA,"Sim",NA,NA,"Não","Sim","Sim","Não","Sim","Não","Sim","Sim","Sim","Sim","Sim","Sim"
"160531","REPUBLICANOS","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim",NA,NA,"Sim","Sim","Sim",NA,"Sim",NA,"Sim",NA,"Sim","Não","Sim","Sim","Sim","Não","Sim",NA
"217036","REPUBLICANOS",NA,NA,NA,NA,"Sim","Sim",NA,NA,NA,NA,"Sim",NA,"Sim","Não",NA,NA,NA,NA,NA,"Sim",NA,NA,NA,NA,NA,"Sim","Sim","Não",NA,"Sim"
"122466","REPUBLICANOS",NA,NA,NA,NA,NA,NA,NA,NA,"Sim",NA,NA,NA,NA,NA,NA,NA,"Sim",NA,NA,NA,NA,"Sim",NA,NA,NA,NA,NA,NA,NA,NA
"212625","REPUBLICANOS",NA,NA,NA,NA,NA,NA,"Sim","Sim",NA,NA,NA,"Sim",NA,NA,"Sim",NA,"Sim","Sim",NA,NA,"Sim",NA,NA,"Sim",NA,NA,NA,NA,"Sim",NA
"74693","S.PART.",NA,NA,NA,"Sim","Sim",NA,"Sim","Não",NA,"Sim",NA,"Sim",NA,NA,"Sim",NA,NA,"Não",NA,"Não","Sim",NA,"Não","Não","Sim","Não","Não","Não","Sim","Não"
"160632","SOLIDARIEDADE",NA,"Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim",NA,"Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Não",NA,NA
